"11 hours, 12 minutes ago",Plus One,Accepted,38 ms,python3
"12 hours, 34 minutes ago",Task Scheduler,Accepted,535 ms,python3
"13 hours, 48 minutes ago",Find Median from Data Stream,Accepted,464 ms,python3
"13 hours, 49 minutes ago",Find Median from Data Stream,Accepted,451 ms,python3
"13 hours, 49 minutes ago",Find Median from Data Stream,Accepted,470 ms,python3
"13 hours, 49 minutes ago",Find Median from Data Stream,Output Limit Exceeded,N/A,python3
"13 hours, 49 minutes ago",Find Median from Data Stream,Runtime Error,N/A,python3
"14 hours, 19 minutes ago",Furthest Building You Can Reach,Accepted,461 ms,python3
"14 hours, 20 minutes ago",Furthest Building You Can Reach,Runtime Error,N/A,python3
"14 hours, 20 minutes ago",Furthest Building You Can Reach,Runtime Error,N/A,python3
"14 hours, 25 minutes ago",Furthest Building You Can Reach,Wrong Answer,N/A,python3
"14 hours, 44 minutes ago",Minimum Cost to Connect Sticks,Accepted,258 ms,python3
"14 hours, 54 minutes ago",K Closest Points to Origin,Accepted,727 ms,python3
"15 hours, 1 minute ago",Meeting Rooms II,Accepted,80 ms,python3
"15 hours, 4 minutes ago",Meeting Rooms II,Wrong Answer,N/A,python3
"15 hours, 5 minutes ago",Kth Smallest Element in a Sorted Matrix,Accepted,170 ms,python3
"15 hours, 5 minutes ago",Kth Smallest Element in a Sorted Matrix,Output Limit Exceeded,N/A,python3
"15 hours, 5 minutes ago",Kth Smallest Element in a Sorted Matrix,Output Limit Exceeded,N/A,python3
"15 hours, 5 minutes ago",The K Weakest Rows in a Matrix,Accepted,91 ms,python3
"15 hours, 5 minutes ago",Last Stone Weight,Accepted,45 ms,python3
"15 hours, 5 minutes ago",Kth Largest Element in a Stream,Accepted,82 ms,python3
"15 hours, 6 minutes ago",Count Number of Homogenous Substrings,Accepted,168 ms,python3
"15 hours, 8 minutes ago",Count Number of Homogenous Substrings,Accepted,126 ms,python3
"15 hours, 8 minutes ago",Count Number of Homogenous Substrings,Accepted,151 ms,python3
"15 hours, 9 minutes ago",Count Number of Homogenous Substrings,Time Limit Exceeded,N/A,python3
"15 hours, 9 minutes ago",Count Number of Homogenous Substrings,Time Limit Exceeded,N/A,python3
"15 hours, 11 minutes ago",Count Number of Homogenous Substrings,Accepted,132 ms,python3
"15 hours, 13 minutes ago",Count Number of Homogenous Substrings,Accepted,119 ms,python3
"15 hours, 23 minutes ago",Kth Smallest Element in a Sorted Matrix,Accepted,167 ms,python3
"15 hours, 29 minutes ago",Kth Smallest Element in a Sorted Matrix,Wrong Answer,N/A,python3
"15 hours, 58 minutes ago",The K Weakest Rows in a Matrix,Accepted,101 ms,python3
"16 hours, 26 minutes ago",The K Weakest Rows in a Matrix,Accepted,114 ms,python3
"16 hours, 32 minutes ago",The K Weakest Rows in a Matrix,Accepted,90 ms,python3
"16 hours, 36 minutes ago",The K Weakest Rows in a Matrix,Accepted,106 ms,python3
"16 hours, 41 minutes ago",Last Stone Weight,Accepted,34 ms,python3
"16 hours, 49 minutes ago",Kth Largest Element in a Stream,Accepted,75 ms,python3
"16 hours, 53 minutes ago",Kth Largest Element in a Stream,Accepted,96 ms,python3
"18 hours, 12 minutes ago",Reorganize String,Accepted,36 ms,python3
"18 hours, 13 minutes ago",Reorganize String,Accepted,47 ms,python3
"18 hours, 27 minutes ago",Top K Frequent Elements,Accepted,91 ms,python3
"18 hours, 31 minutes ago",Top K Frequent Elements,Accepted,104 ms,python3
"18 hours, 35 minutes ago",Kth Largest Element in an Array,Accepted,546 ms,python3
"18 hours, 35 minutes ago",Reorganize String,Accepted,40 ms,python3
"18 hours, 54 minutes ago",Kth Largest Element in an Array,Accepted,539 ms,python3
"19 hours, 16 minutes ago",Kth Largest Element in an Array,Accepted,541 ms,python3
"20 hours, 22 minutes ago",Sudoku Solver,Accepted,142 ms,python3
"20 hours, 29 minutes ago",Valid Sudoku,Accepted,105 ms,python3
"20 hours, 34 minutes ago",Sudoku Solver,Accepted,131 ms,python3
"21 hours, 2 minutes ago",Word Break II,Wrong Answer,N/A,python3
"22 hours, 25 minutes ago",Maximize Score After N Operations,Time Limit Exceeded,N/A,python3
"22 hours, 26 minutes ago",Maximize Score After N Operations,Time Limit Exceeded,N/A,python3
"22 hours, 33 minutes ago",Maximize Score After N Operations,Time Limit Exceeded,N/A,python3
"23 hours, 21 minutes ago",Unique Binary Search Trees II,Accepted,48 ms,python3
"23 hours, 21 minutes ago",Unique Binary Search Trees II,Accepted,63 ms,python3
"23 hours, 21 minutes ago",Unique Binary Search Trees II,Accepted,57 ms,python3
"23 hours, 21 minutes ago",Unique Binary Search Trees II,Accepted,54 ms,python3
"23 hours, 30 minutes ago",Unique Binary Search Trees II,Accepted,65 ms,python3
"23 hours, 53 minutes ago",Fair Distribution of Cookies,Accepted,799 ms,python3
"23 hours, 56 minutes ago",Fair Distribution of Cookies,Time Limit Exceeded,N/A,python3
1 day ago,Fair Distribution of Cookies,Time Limit Exceeded,N/A,python3
1 day ago,N-Queens,Accepted,65 ms,python3
"1 day, 1 hour ago",Letter Combinations of a Phone Number,Accepted,37 ms,python3
"1 day, 1 hour ago",Letter Combinations of a Phone Number,Accepted,42 ms,python3
"1 day, 1 hour ago",Course Schedule IV,Accepted,923 ms,python3
"1 day, 1 hour ago",Course Schedule IV,Runtime Error,N/A,python3
"1 day, 1 hour ago",Course Schedule IV,Runtime Error,N/A,python3
"1 day, 1 hour ago",Course Schedule IV,Accepted,937 ms,python3
"1 day, 1 hour ago",Course Schedule IV,Runtime Error,N/A,python3
"1 day, 2 hours ago",Course Schedule IV,Accepted,945 ms,python3
"1 day, 2 hours ago",Course Schedule IV,Accepted,931 ms,python3
"1 day, 2 hours ago",Course Schedule IV,Runtime Error,N/A,python3
"1 day, 14 hours ago",Course Schedule IV,Accepted,979 ms,python3
"1 day, 14 hours ago",Course Schedule IV,Accepted,8768 ms,python3
"1 day, 14 hours ago",Course Schedule IV,Wrong Answer,N/A,python3
"1 day, 14 hours ago",Course Schedule IV,Wrong Answer,N/A,python3
"1 day, 14 hours ago",Course Schedule IV,Wrong Answer,N/A,python3
"1 day, 14 hours ago",Course Schedule IV,Accepted,8805 ms,python3
"1 day, 14 hours ago",Course Schedule IV,Wrong Answer,N/A,python3
"1 day, 14 hours ago",Course Schedule IV,Wrong Answer,N/A,python3
"1 day, 14 hours ago",Course Schedule IV,Runtime Error,N/A,python3
"1 day, 15 hours ago",Container With Most Water,Accepted,601 ms,python3
"1 day, 15 hours ago",Container With Most Water,Accepted,651 ms,python3
"1 day, 15 hours ago",Container With Most Water,Accepted,893 ms,python3
"1 day, 15 hours ago",Container With Most Water,Wrong Answer,N/A,python3
"1 day, 15 hours ago",Determine if a Cell Is Reachable at a Given Time,Accepted,37 ms,python3
"1 day, 15 hours ago",Determine if a Cell Is Reachable at a Given Time,Wrong Answer,N/A,python3
"1 day, 15 hours ago",Determine if a Cell Is Reachable at a Given Time,Wrong Answer,N/A,python3
"1 day, 15 hours ago",Determine if a Cell Is Reachable at a Given Time,Wrong Answer,N/A,python3
"1 day, 15 hours ago",Determine if a Cell Is Reachable at a Given Time,Wrong Answer,N/A,python3
"1 day, 15 hours ago",Eliminate Maximum Number of Monsters,Accepted,686 ms,python3
"1 day, 15 hours ago",Eliminate Maximum Number of Monsters,Accepted,715 ms,python3
"2 days, 20 hours ago",Minimum Size Subarray Sum,Accepted,223 ms,python3
"2 days, 20 hours ago",Minimum Size Subarray Sum,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Single Number II,Accepted,119 ms,python3
"2 days, 21 hours ago",Single Number II,Runtime Error,N/A,python3
"2 days, 21 hours ago",Single Number II,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Evaluate Reverse Polish Notation,Accepted,68 ms,python3
"2 days, 21 hours ago",Evaluate Reverse Polish Notation,Output Limit Exceeded,N/A,python3
"2 days, 21 hours ago",Evaluate Reverse Polish Notation,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Evaluate Reverse Polish Notation,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Rotate List,Accepted,45 ms,python3
"2 days, 21 hours ago",Rotate List,Accepted,38 ms,python3
"2 days, 21 hours ago",Rotate List,Accepted,46 ms,python3
"2 days, 21 hours ago",Rotate List,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Rotate List,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Rotate List,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Rotate List,Wrong Answer,N/A,python3
"2 days, 21 hours ago",Rotate List,Wrong Answer,N/A,python3
"2 days, 22 hours ago",Triangle,Accepted,66 ms,python3
3 days ago,Seat Reservation Manager,Accepted,429 ms,python3
"3 days, 20 hours ago",Find the Winner of an Array Game,Accepted,581 ms,python3
"3 days, 20 hours ago",Find the Winner of an Array Game,Time Limit Exceeded,N/A,python3
"3 days, 20 hours ago",Find the Winner of an Array Game,Time Limit Exceeded,N/A,python3
"3 days, 20 hours ago",Design Circular Queue,Accepted,65 ms,python3
"3 days, 20 hours ago",K-th Symbol in Grammar,Accepted,36 ms,python3
"3 days, 20 hours ago",K-th Symbol in Grammar,Accepted,37 ms,python3
"3 days, 21 hours ago",K-th Symbol in Grammar,Time Limit Exceeded,N/A,python3
"3 days, 21 hours ago",K-th Symbol in Grammar,Runtime Error,N/A,python3
"3 days, 22 hours ago",Range Sum Query - Mutable,Accepted,1381 ms,python3
"3 days, 22 hours ago",Range Sum Query - Mutable,Output Limit Exceeded,N/A,python3
"3 days, 22 hours ago",Range Sum Query - Mutable,Wrong Answer,N/A,python3
"3 days, 23 hours ago",Maximum Balanced Subsequence Sum,Time Limit Exceeded,N/A,python3
"3 days, 23 hours ago",Maximum Balanced Subsequence Sum,Time Limit Exceeded,N/A,python3
"4 days, 11 hours ago",Maximum Balanced Subsequence Sum,Time Limit Exceeded,N/A,python3
"4 days, 11 hours ago",Maximum Balanced Subsequence Sum,Time Limit Exceeded,N/A,python3
"4 days, 11 hours ago",Maximum Balanced Subsequence Sum,Runtime Error,N/A,python3
"4 days, 11 hours ago",Maximum Balanced Subsequence Sum,Wrong Answer,N/A,python3
"4 days, 11 hours ago",Maximum Balanced Subsequence Sum,Wrong Answer,N/A,python3
"4 days, 11 hours ago",Maximum Balanced Subsequence Sum,Runtime Error,N/A,python3
"4 days, 12 hours ago",Build an Array With Stack Operations,Accepted,42 ms,python3
"4 days, 12 hours ago",Maximum Balanced Subsequence Sum,Wrong Answer,N/A,python3
"4 days, 12 hours ago",Maximum Balanced Subsequence Sum,Wrong Answer,N/A,python3
"4 days, 12 hours ago",Maximum Balanced Subsequence Sum,Wrong Answer,N/A,python3
"4 days, 13 hours ago",Find Champion II,Accepted,862 ms,python3
"4 days, 13 hours ago",Find Champion I,Accepted,467 ms,python3
"4 days, 14 hours ago",Generate Parentheses,Accepted,45 ms,python3
"4 days, 15 hours ago",Meeting Rooms II,Accepted,81 ms,python3
"4 days, 15 hours ago",Meeting Rooms II,Accepted,92 ms,python3
"4 days, 15 hours ago",Meeting Rooms II,Accepted,91 ms,python3
"4 days, 15 hours ago",Meeting Rooms II,Time Limit Exceeded,N/A,python3
"4 days, 15 hours ago",Meeting Rooms II,Time Limit Exceeded,N/A,python3
"4 days, 16 hours ago",Meeting Rooms II,Wrong Answer,N/A,python3
"4 days, 16 hours ago",Campus Bikes,Accepted,873 ms,python3
"4 days, 17 hours ago",Last Moment Before All Ants Fall Out of a Plank,Accepted,149 ms,python3
"4 days, 17 hours ago",Last Moment Before All Ants Fall Out of a Plank,Accepted,143 ms,python3
"4 days, 17 hours ago",Last Moment Before All Ants Fall Out of a Plank,Accepted,145 ms,python3
"4 days, 17 hours ago",Course Schedule II,Accepted,93 ms,python3
"4 days, 18 hours ago",Alien Dictionary,Accepted,39 ms,python3
"4 days, 18 hours ago",Build an Array With Stack Operations,Accepted,29 ms,python3
"4 days, 19 hours ago",Palindrome Partitioning,Accepted,551 ms,python3
"6 days, 18 hours ago",Count Nodes Equal to Average of Subtree,Accepted,43 ms,python3
"6 days, 18 hours ago",Count Nodes Equal to Average of Subtree,Accepted,43 ms,python3
"6 days, 18 hours ago",Count Nodes Equal to Average of Subtree,Accepted,52 ms,python3
1 week ago,Maximize the Confusion of an Exam,Accepted,346 ms,python3
1 week ago,Maximize the Confusion of an Exam,Runtime Error,N/A,python3
1 week ago,Maximize the Confusion of an Exam,Accepted,344 ms,python3
1 week ago,Maximize the Confusion of an Exam,Accepted,352 ms,python3
1 week ago,Maximize the Confusion of an Exam,Accepted,365 ms,python3
1 week ago,Maximize the Confusion of an Exam,Accepted,361 ms,python3
1 week ago,Maximize the Confusion of an Exam,Wrong Answer,N/A,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Accepted,425 ms,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Accepted,414 ms,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Accepted,399 ms,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Runtime Error,N/A,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Accepted,398 ms,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Wrong Answer,N/A,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Accepted,408 ms,python3
1 week ago,Longest Subarray of 1's After Deleting One Element,Wrong Answer,N/A,python3
1 week ago,Shortest Path in Binary Matrix,Accepted,534 ms,python3
1 week ago,Find the Safest Path in a Grid,Runtime Error,N/A,python3
1 week ago,Shortest Path in Binary Matrix,Wrong Answer,N/A,python3
1 week ago,Shortest Path in Binary Matrix,Runtime Error,N/A,python3
1 week ago,Detonate the Maximum Bombs,Accepted,702 ms,python3
1 week ago,01 Matrix,Accepted,539 ms,python3
1 week ago,01 Matrix,Accepted,609 ms,python3
"1 week, 1 day ago",Find Mode in Binary Search Tree,Accepted,59 ms,python3
"1 week, 1 day ago",Find Mode in Binary Search Tree,Accepted,66 ms,python3
"1 week, 1 day ago",Find Mode in Binary Search Tree,Accepted,72 ms,python3
"1 week, 1 day ago",Binary Tree Vertical Order Traversal,Accepted,43 ms,python3
"1 week, 1 day ago",Binary Tree Vertical Order Traversal,Runtime Error,N/A,python3
"1 week, 1 day ago",Minimum Knight Moves,Wrong Answer,N/A,python3
"1 week, 1 day ago",Minimum Knight Moves,Accepted,333 ms,python3
"1 week, 1 day ago",Minimum Knight Moves,Accepted,4751 ms,python3
"1 week, 1 day ago",LRU Cache,Accepted,561 ms,python3
"1 week, 1 day ago",Shortest Bridge,Accepted,339 ms,python3
"1 week, 1 day ago",Subsets,Accepted,41 ms,python3
"1 week, 2 days ago",Number of Connected Components in an Undirected Graph,Accepted,110 ms,python3
"1 week, 2 days ago",Number of Connected Components in an Undirected Graph,Accepted,163 ms,python3
"1 week, 2 days ago",Find The Original Array of Prefix Xor,Accepted,657 ms,python3
"1 week, 2 days ago",Find The Original Array of Prefix Xor,Accepted,685 ms,python3
"1 week, 2 days ago",Find the Safest Path in a Grid,Accepted,3812 ms,python3
"1 week, 2 days ago",Find the Safest Path in a Grid,Wrong Answer,N/A,python3
"1 week, 2 days ago",Find the Safest Path in a Grid,Accepted,4737 ms,python3
"1 week, 2 days ago",Find the Safest Path in a Grid,Accepted,3795 ms,python3
"1 week, 2 days ago",Find the Safest Path in a Grid,Wrong Answer,N/A,python3
"1 week, 2 days ago",Find the Safest Path in a Grid,Wrong Answer,N/A,python3
"1 week, 2 days ago",Path with Maximum Probability,Accepted,593 ms,python3
"1 week, 2 days ago",Network Delay Time,Accepted,410 ms,python3
"1 week, 2 days ago",Network Delay Time,Accepted,411 ms,python3
"1 week, 2 days ago",Network Delay Time,Wrong Answer,N/A,python3
"1 week, 2 days ago",Number of Islands,Accepted,278 ms,python3
"1 week, 2 days ago",Number of Connected Components in an Undirected Graph,Accepted,96 ms,python3
"1 week, 3 days ago",Shortest Bridge,Accepted,338 ms,python3
"1 week, 3 days ago",Shortest Path Visiting All Nodes,Accepted,161 ms,python3
"1 week, 3 days ago",Find if Path Exists in Graph,Accepted,1529 ms,python3
"1 week, 3 days ago",Find if Path Exists in Graph,Wrong Answer,N/A,python3
"1 week, 3 days ago",Word Ladder,Accepted,117 ms,python3
"1 week, 4 days ago",Maximum Depth of Binary Tree,Accepted,44 ms,python3
2 weeks ago,Number of Islands,Accepted,277 ms,python3
2 weeks ago,Binary Tree Level Order Traversal,Accepted,44 ms,python3
"2 weeks, 1 day ago",Serialize and Deserialize Binary Tree,Accepted,102 ms,python3
"2 weeks, 1 day ago",Serialize and Deserialize Binary Tree,Wrong Answer,N/A,python3
"2 weeks, 2 days ago",Construct Binary Tree from Inorder and Postorder Traversal,Accepted,130 ms,python3
"2 weeks, 2 days ago",Construct Binary Tree from Inorder and Postorder Traversal,Accepted,167 ms,python3
"2 weeks, 2 days ago",Construct Binary Tree from Inorder and Postorder Traversal,Accepted,179 ms,python3
"2 weeks, 2 days ago",Construct Binary Tree from Inorder and Postorder Traversal,Accepted,174 ms,python3
"2 weeks, 2 days ago",Construct Binary Tree from Inorder and Postorder Traversal,Accepted,158 ms,python3
"2 weeks, 2 days ago",Construct Binary Tree from Preorder and Inorder Traversal,Accepted,172 ms,python3
"2 weeks, 2 days ago",Construct Binary Tree from Preorder and Inorder Traversal,Accepted,192 ms,python3
"2 weeks, 2 days ago",Binary Tree Maximum Path Sum,Accepted,77 ms,python3
"2 weeks, 2 days ago",Binary Tree Maximum Path Sum,Wrong Answer,N/A,python3
"2 weeks, 2 days ago",Binary Tree Maximum Path Sum,Wrong Answer,N/A,python3
"2 weeks, 2 days ago",Binary Tree Maximum Path Sum,Wrong Answer,N/A,python3
"2 weeks, 2 days ago",Kth Smallest Element in a BST,Accepted,37 ms,python3
"2 weeks, 2 days ago",Validate Binary Search Tree,Accepted,50 ms,python3
"2 weeks, 2 days ago",Validate Binary Search Tree,Accepted,50 ms,python3
"2 weeks, 2 days ago",Count Good Nodes in Binary Tree,Accepted,183 ms,python3
"2 weeks, 2 days ago",Binary Tree Right Side View,Accepted,34 ms,python3
"2 weeks, 2 days ago",Binary Tree Level Order Traversal,Accepted,44 ms,python3
"2 weeks, 2 days ago",Lowest Common Ancestor of a Binary Search Tree,Accepted,68 ms,python3
"2 weeks, 2 days ago",Lowest Common Ancestor of a Binary Search Tree,Accepted,79 ms,python3
"2 weeks, 2 days ago",Subtree of Another Tree,Accepted,105 ms,python3
"2 weeks, 2 days ago",Subtree of Another Tree,Wrong Answer,N/A,python3
"2 weeks, 3 days ago",Same Tree,Accepted,37 ms,python3
"2 weeks, 3 days ago",Balanced Binary Tree,Accepted,52 ms,python3
"2 weeks, 3 days ago",Diameter of Binary Tree,Accepted,36 ms,python3
"2 weeks, 3 days ago",Maximum Depth of Binary Tree,Accepted,33 ms,python3
"2 weeks, 3 days ago",Invert Binary Tree,Accepted,38 ms,python3
